Image1_Path,Image1_Name,Image2_Path,Image2_Name,Reconstruction_Type,Winner,Labeler_Name,Notes,Created_At
"Trajectories/2025-10-04/A/HL20251004A_599.68C_130612.bmp","HL20251004A_599.68C_130612.bmp","Trajectories/2025-10-05/HL20251005A_646.93C_155423.bmp","HL20251005A_646.93C_155423.bmp","(1 x 1)","2","AJ","","2026-04-03T21:54:24.900802"
"Trajectories/2025-10-04/A/HL20251004A_599.68C_130612.bmp","HL20251004A_599.68C_130612.bmp","Trajectories/2025-10-05/HL20251005A_646.93C_155423.bmp","HL20251005A_646.93C_155423.bmp","Twinned(2 x 1)","1","AJ","","2026-04-03T21:54:23.002528"
"Trajectories/2025-10-04/A/HL20251004A_599.68C_130612.bmp","HL20251004A_599.68C_130612.bmp","Trajectories/2025-10-05/HL20251005A_646.93C_155423.bmp","HL20251005A_646.93C_155423.bmp","(√13 x √13)","not_apply","AJ","","2026-04-03T21:54:22.257099"
"Trajectories/2025-10-04/A/HL20251004A_599.68C_130612.bmp","HL20251004A_599.68C_130612.bmp","Trajectories/2025-10-05/HL20251005A_646.93C_155423.bmp","HL20251005A_646.93C_155423.bmp","c(6 x 2)","not_apply","AJ","","2026-04-03T21:54:21.524882"
"Trajectories/2025-10-05/HL20251005A_303.43C_145322.bmp","HL20251005A_303.43C_145322.bmp","Trajectories/2025-10-04/A/HL20251004A_778.46C_144614.bmp","HL20251004A_778.46C_144614.bmp","Twinned(2 x 1)","not_apply","AJ","","2026-04-03T21:54:03.495599"
"Trajectories/2025-10-05/HL20251005A_303.43C_145322.bmp","HL20251005A_303.43C_145322.bmp","Trajectories/2025-10-04/A/HL20251004A_778.46C_144614.bmp","HL20251004A_778.46C_144614.bmp","c(6 x 2)","2","AJ","","2026-04-03T21:54:02.726312"
"Trajectories/2025-10-05/HL20251005A_303.43C_145322.bmp","HL20251005A_303.43C_145322.bmp","Trajectories/2025-10-04/A/HL20251004A_778.46C_144614.bmp","HL20251004A_778.46C_144614.bmp","(1 x 1)","1","AJ","","2026-04-03T21:54:01.995414"
"Trajectories/2025-10-05/HL20251005A_303.43C_145322.bmp","HL20251005A_303.43C_145322.bmp","Trajectories/2025-10-04/A/HL20251004A_778.46C_144614.bmp","HL20251004A_778.46C_144614.bmp","HTR","not_apply","AJ","","2026-04-03T21:54:01.222863"
"Trajectories/2025-10-05/HL20251005A_303.43C_145322.bmp","HL20251005A_303.43C_145322.bmp","Trajectories/2025-10-04/A/HL20251004A_778.46C_144614.bmp","HL20251004A_778.46C_144614.bmp","(√13 x √13)","2","AJ","","2026-04-03T21:54:00.457570"
"Trajectories/2022-04-11/248_RR220411A_921C_1743.bmp","248_RR220411A_921C_1743.bmp","Trajectories/2025-10-04/B/HL20251004B_1014C_212526.bmp","HL20251004B_1014C_212526.bmp","c(6 x 2)","1","AJ","","2026-04-03T21:53:44.913699"
"Trajectories/2022-04-11/248_RR220411A_921C_1743.bmp","248_RR220411A_921C_1743.bmp","Trajectories/2025-10-04/B/HL20251004B_1014C_212526.bmp","HL20251004B_1014C_212526.bmp","(1 x 1)","not_apply","AJ","","2026-04-03T21:53:44.154881"
"Trajectories/2022-04-11/248_RR220411A_921C_1743.bmp","248_RR220411A_921C_1743.bmp","Trajectories/2025-10-04/B/HL20251004B_1014C_212526.bmp","HL20251004B_1014C_212526.bmp","HTR","not_apply","AJ","","2026-04-03T21:53:43.381230"
"Trajectories/2022-04-11/248_RR220411A_921C_1743.bmp","248_RR220411A_921C_1743.bmp","Trajectories/2025-10-04/B/HL20251004B_1014C_212526.bmp","HL20251004B_1014C_212526.bmp","(√13 x √13)","1","AJ","","2026-04-03T21:53:40.999818"
"Trajectories/2022-04-11/248_RR220411A_921C_1743.bmp","248_RR220411A_921C_1743.bmp","Trajectories/2025-10-04/B/HL20251004B_1014C_212526.bmp","HL20251004B_1014C_212526.bmp","Twinned(2 x 1)","2","AJ","","2026-04-03T21:53:40.208372"
"Trajectories/2025-10-04/B/HL20251004B_713.81C_214006.bmp","HL20251004B_713.81C_214006.bmp","Trajectories/2025-10-04/A/HL20251004A_365.72C_115140.bmp","HL20251004A_365.72C_115140.bmp","(1 x 1)","2","AJ","","2026-04-03T21:53:28.358461"
"Trajectories/2025-10-04/B/HL20251004B_713.81C_214006.bmp","HL20251004B_713.81C_214006.bmp","Trajectories/2025-10-04/A/HL20251004A_365.72C_115140.bmp","HL20251004A_365.72C_115140.bmp","c(6 x 2)","1","AJ","","2026-04-03T21:53:27.586874"
"Trajectories/2025-10-04/B/HL20251004B_713.81C_214006.bmp","HL20251004B_713.81C_214006.bmp","Trajectories/2025-10-04/A/HL20251004A_365.72C_115140.bmp","HL20251004A_365.72C_115140.bmp","(√13 x √13)","1","AJ","","2026-04-03T21:53:26.693622"
"Trajectories/2025-10-04/B/HL20251004B_713.81C_214006.bmp","HL20251004B_713.81C_214006.bmp","Trajectories/2025-10-04/A/HL20251004A_365.72C_115140.bmp","HL20251004A_365.72C_115140.bmp","HTR","not_apply","AJ","","2026-04-03T21:53:24.115979"
"Trajectories/2025-10-04/B/HL20251004B_713.81C_214006.bmp","HL20251004B_713.81C_214006.bmp","Trajectories/2025-10-04/A/HL20251004A_365.72C_115140.bmp","HL20251004A_365.72C_115140.bmp","Twinned(2 x 1)","not_apply","AJ","","2026-04-03T21:53:23.302828"
"Trajectories/2022-02-06/282_RR220206A_184C_2256.bmp","282_RR220206A_184C_2256.bmp","Trajectories/2025-10-05/HL20251005A_206.28C_144642.bmp","HL20251005A_206.28C_144642.bmp","(1 x 1)","2","AJ","","2026-04-03T21:53:02.701896"
"Trajectories/2022-02-06/282_RR220206A_184C_2256.bmp","282_RR220206A_184C_2256.bmp","Trajectories/2025-10-05/HL20251005A_206.28C_144642.bmp","HL20251005A_206.28C_144642.bmp","(√13 x √13)","not_apply","AJ","","2026-04-03T21:53:00.668141"
"Trajectories/2022-02-06/282_RR220206A_184C_2256.bmp","282_RR220206A_184C_2256.bmp","Trajectories/2025-10-05/HL20251005A_206.28C_144642.bmp","HL20251005A_206.28C_144642.bmp","Twinned(2 x 1)","not_apply","AJ","","2026-04-03T21:52:59.918420"
"Trajectories/2022-02-06/282_RR220206A_184C_2256.bmp","282_RR220206A_184C_2256.bmp","Trajectories/2025-10-05/HL20251005A_206.28C_144642.bmp","HL20251005A_206.28C_144642.bmp","c(6 x 2)","not_apply","AJ","","2026-04-03T21:52:57.908717"
"Trajectories/2022-02-06/282_RR220206A_184C_2256.bmp","282_RR220206A_184C_2256.bmp","Trajectories/2025-10-05/HL20251005A_206.28C_144642.bmp","HL20251005A_206.28C_144642.bmp","HTR","1","AJ","","2026-04-03T21:52:57.010967"
"Trajectories/2025-10-05/HL20251005A_454.31C_150222.bmp","HL20251005A_454.31C_150222.bmp","Trajectories/2022-02-06/181_RR220206A_1019C_2043.bmp","181_RR220206A_1019C_2043.bmp","Twinned(2 x 1)","not_apply","AJ","","2026-04-03T21:52:44.882400"
"Trajectories/2025-10-05/HL20251005A_454.31C_150222.bmp","HL20251005A_454.31C_150222.bmp","Trajectories/2022-02-06/181_RR220206A_1019C_2043.bmp","181_RR220206A_1019C_2043.bmp","(1 x 1)","1","AJ","","2026-04-03T21:52:44.137443"
"Trajectories/2025-10-05/HL20251005A_454.31C_150222.bmp","HL20251005A_454.31C_150222.bmp","Trajectories/2022-02-06/181_RR220206A_1019C_2043.bmp","181_RR220206A_1019C_2043.bmp","c(6 x 2)","not_apply","AJ","","2026-04-03T21:52:43.303664"
"Trajectories/2025-10-05/HL20251005A_454.31C_150222.bmp","HL20251005A_454.31C_150222.bmp","Trajectories/2022-02-06/181_RR220206A_1019C_2043.bmp","181_RR220206A_1019C_2043.bmp","HTR","2","AJ","","2026-04-03T21:52:42.244900"
"Trajectories/2025-10-05/HL20251005A_454.31C_150222.bmp","HL20251005A_454.31C_150222.bmp","Trajectories/2022-02-06/181_RR220206A_1019C_2043.bmp","181_RR220206A_1019C_2043.bmp","(√13 x √13)","not_apply","AJ","","2026-04-03T21:52:41.085243"
"Trajectories/2022-02-06/055_RR220206A_239C_1742.bmp","055_RR220206A_239C_1742.bmp","Trajectories/2025-10-05/HL20251005A_644.95C_153343.bmp","HL20251005A_644.95C_153343.bmp","Twinned(2 x 1)","not_apply","AJ","","2026-03-30T19:43:15.055860"
"Trajectories/2022-02-06/055_RR220206A_239C_1742.bmp","055_RR220206A_239C_1742.bmp","Trajectories/2025-10-05/HL20251005A_644.95C_153343.bmp","HL20251005A_644.95C_153343.bmp","(1 x 1)","2","AJ","","2026-03-30T19:43:13.849425"
"Trajectories/2022-02-06/055_RR220206A_239C_1742.bmp","055_RR220206A_239C_1742.bmp","Trajectories/2025-10-05/HL20251005A_644.95C_153343.bmp","HL20251005A_644.95C_153343.bmp","c(6 x 2)","not_apply","AJ","","2026-03-30T19:43:12.552273"
"Trajectories/2022-02-06/055_RR220206A_239C_1742.bmp","055_RR220206A_239C_1742.bmp","Trajectories/2025-10-05/HL20251005A_644.95C_153343.bmp","HL20251005A_644.95C_153343.bmp","(√13 x √13)","not_apply","AJ","","2026-03-30T19:43:11.401702"
"Trajectories/2022-02-06/055_RR220206A_239C_1742.bmp","055_RR220206A_239C_1742.bmp","Trajectories/2025-10-05/HL20251005A_644.95C_153343.bmp","HL20251005A_644.95C_153343.bmp","HTR","1","AJ","","2026-03-30T19:43:10.137825"
"Trajectories/2025-10-04/A/HL20251004A_946.28C_141523.bmp","HL20251004A_946.28C_141523.bmp","Trajectories/2025-10-04/B/HL20251004B_1014.24C_212106.bmp","HL20251004B_1014.24C_212106.bmp","(√13 x √13)","not_apply","AJ","","2026-03-30T19:42:43.956115"
"Trajectories/2025-10-04/A/HL20251004A_946.28C_141523.bmp","HL20251004A_946.28C_141523.bmp","Trajectories/2025-10-04/B/HL20251004B_1014.24C_212106.bmp","HL20251004B_1014.24C_212106.bmp","c(6 x 2)","not_apply","AJ","","2026-03-30T19:42:42.716172"
"Trajectories/2025-10-04/A/HL20251004A_946.28C_141523.bmp","HL20251004A_946.28C_141523.bmp","Trajectories/2025-10-04/B/HL20251004B_1014.24C_212106.bmp","HL20251004B_1014.24C_212106.bmp","(1 x 1)","tie","AJ","","2026-03-30T19:42:41.504365"
"Trajectories/2025-10-04/A/HL20251004A_946.28C_141523.bmp","HL20251004A_946.28C_141523.bmp","Trajectories/2025-10-04/B/HL20251004B_1014.24C_212106.bmp","HL20251004B_1014.24C_212106.bmp","HTR","not_apply","AJ","","2026-03-30T19:42:40.198738"
"Trajectories/2025-10-04/A/HL20251004A_946.28C_141523.bmp","HL20251004A_946.28C_141523.bmp","Trajectories/2025-10-04/B/HL20251004B_1014.24C_212106.bmp","HL20251004B_1014.24C_212106.bmp","Twinned(2 x 1)","tie","AJ","","2026-03-30T19:42:38.910905"
"Trajectories/2025-10-04/A/HL20251004A_599.61C_131042.bmp","HL20251004A_599.61C_131042.bmp","Trajectories/2025-10-04/A/HL20251004A_1017.04C_140123.bmp","HL20251004A_1017.04C_140123.bmp","HTR","not_apply","AJ","","2026-03-30T19:38:29.210019"
"Trajectories/2025-10-04/A/HL20251004A_599.61C_131042.bmp","HL20251004A_599.61C_131042.bmp","Trajectories/2025-10-04/A/HL20251004A_1017.04C_140123.bmp","HL20251004A_1017.04C_140123.bmp","Twinned(2 x 1)","1","AJ","","2026-03-30T19:38:26.501768"
"Trajectories/2025-10-04/A/HL20251004A_599.61C_131042.bmp","HL20251004A_599.61C_131042.bmp","Trajectories/2025-10-04/A/HL20251004A_1017.04C_140123.bmp","HL20251004A_1017.04C_140123.bmp","(√13 x √13)","not_apply","AJ","","2026-03-30T19:38:25.164389"
"Trajectories/2025-10-04/A/HL20251004A_599.61C_131042.bmp","HL20251004A_599.61C_131042.bmp","Trajectories/2025-10-04/A/HL20251004A_1017.04C_140123.bmp","HL20251004A_1017.04C_140123.bmp","(1 x 1)","tie","AJ","","2026-03-30T19:38:22.042483"
"Trajectories/2025-10-04/A/HL20251004A_599.61C_131042.bmp","HL20251004A_599.61C_131042.bmp","Trajectories/2025-10-04/A/HL20251004A_1017.04C_140123.bmp","HL20251004A_1017.04C_140123.bmp","c(6 x 2)","2","AJ","","2026-03-30T19:38:20.023423"
"Trajectories/2025-10-04/A/HL20251004A_600.49C_123821.bmp","HL20251004A_600.49C_123821.bmp","Trajectories/2025-10-04/B/HL20251004B_969.83C_204625.bmp","HL20251004B_969.83C_204625.bmp","Twinned(2 x 1)","not_apply","SY","","2026-02-06T22:07:37.376573"
"Trajectories/2025-10-04/A/HL20251004A_600.49C_123821.bmp","HL20251004A_600.49C_123821.bmp","Trajectories/2025-10-04/B/HL20251004B_969.83C_204625.bmp","HL20251004B_969.83C_204625.bmp","(√13 x √13)","not_apply","SY","","2026-02-06T22:07:36.037106"
"Trajectories/2025-10-04/A/HL20251004A_600.49C_123821.bmp","HL20251004A_600.49C_123821.bmp","Trajectories/2025-10-04/B/HL20251004B_969.83C_204625.bmp","HL20251004B_969.83C_204625.bmp","(1 x 1)","1","SY","","2026-02-06T22:07:34.814315"
"Trajectories/2025-10-04/A/HL20251004A_600.49C_123821.bmp","HL20251004A_600.49C_123821.bmp","Trajectories/2025-10-04/B/HL20251004B_969.83C_204625.bmp","HL20251004B_969.83C_204625.bmp","HTR","not_apply","SY","","2026-02-06T22:07:33.560305"
"Trajectories/2025-10-04/A/HL20251004A_600.49C_123821.bmp","HL20251004A_600.49C_123821.bmp","Trajectories/2025-10-04/B/HL20251004B_969.83C_204625.bmp","HL20251004B_969.83C_204625.bmp","c(6 x 2)","tie","SY","","2026-02-06T22:07:31.607068"
"Trajectories/2022-02-04/034_RR220204A_655C_0142.bmp","034_RR220204A_655C_0142.bmp","Trajectories/2022-02-04/197_RR220204A_611C_1835.bmp","197_RR220204A_611C_1835.bmp","HTR","not_apply","AJ","","2026-01-26T04:19:27.131865"
"Trajectories/2022-02-04/034_RR220204A_655C_0142.bmp","034_RR220204A_655C_0142.bmp","Trajectories/2022-02-04/197_RR220204A_611C_1835.bmp","197_RR220204A_611C_1835.bmp","(√13 x √13)","tie","AJ","","2026-01-26T04:19:26.353296"
"Trajectories/2022-02-04/034_RR220204A_655C_0142.bmp","034_RR220204A_655C_0142.bmp","Trajectories/2022-02-04/197_RR220204A_611C_1835.bmp","197_RR220204A_611C_1835.bmp","(1 x 1)","not_apply","AJ","","2026-01-26T04:19:23.824439"
"Trajectories/2022-02-04/034_RR220204A_655C_0142.bmp","034_RR220204A_655C_0142.bmp","Trajectories/2022-02-04/197_RR220204A_611C_1835.bmp","197_RR220204A_611C_1835.bmp","Twinned(2 x 1)","tie","AJ","","2026-01-26T04:19:22.860459"
"Trajectories/2022-02-04/034_RR220204A_655C_0142.bmp","034_RR220204A_655C_0142.bmp","Trajectories/2022-02-04/197_RR220204A_611C_1835.bmp","197_RR220204A_611C_1835.bmp","c(6 x 2)","not_apply","AJ","","2026-01-26T04:19:22.106918"
"Trajectories/2022-02-04/249_RR220204A_746C_1917.bmp","249_RR220204A_746C_1917.bmp","Trajectories/2022-04-11/282_RR220411A_921C_1833.bmp","282_RR220411A_921C_1833.bmp","HTR","not_apply","AJ","","2026-01-26T04:18:55.332422"
"Trajectories/2022-02-04/249_RR220204A_746C_1917.bmp","249_RR220204A_746C_1917.bmp","Trajectories/2022-04-11/282_RR220411A_921C_1833.bmp","282_RR220411A_921C_1833.bmp","(1 x 1)","not_apply","AJ","","2026-01-26T04:18:54.549134"
"Trajectories/2022-02-04/249_RR220204A_746C_1917.bmp","249_RR220204A_746C_1917.bmp","Trajectories/2022-04-11/282_RR220411A_921C_1833.bmp","282_RR220411A_921C_1833.bmp","(√13 x √13)","tie","AJ","","2026-01-26T04:18:53.798307"
"Trajectories/2022-02-04/249_RR220204A_746C_1917.bmp","249_RR220204A_746C_1917.bmp","Trajectories/2022-04-11/282_RR220411A_921C_1833.bmp","282_RR220411A_921C_1833.bmp","c(6 x 2)","2","AJ","","2026-01-26T04:18:53.017558"
"Trajectories/2022-02-04/249_RR220204A_746C_1917.bmp","249_RR220204A_746C_1917.bmp","Trajectories/2022-04-11/282_RR220411A_921C_1833.bmp","282_RR220411A_921C_1833.bmp","Twinned(2 x 1)","1","AJ","","2026-01-26T04:18:52.155582"
"Trajectories/2025-10-04/A/HL20251004A_1016.95C_140553.bmp","HL20251004A_1016.95C_140553.bmp","Trajectories/2025-10-04/B/HL20251004B_1015.59C_210426.bmp","HL20251004B_1015.59C_210426.bmp","(1 x 1)","not_apply","AJ","","2026-01-26T04:17:53.939046"
"Trajectories/2025-10-04/A/HL20251004A_1016.95C_140553.bmp","HL20251004A_1016.95C_140553.bmp","Trajectories/2025-10-04/B/HL20251004B_1015.59C_210426.bmp","HL20251004B_1015.59C_210426.bmp","HTR","not_apply","AJ","","2026-01-26T04:17:53.209365"
"Trajectories/2025-10-04/A/HL20251004A_1016.95C_140553.bmp","HL20251004A_1016.95C_140553.bmp","Trajectories/2025-10-04/B/HL20251004B_1015.59C_210426.bmp","HL20251004B_1015.59C_210426.bmp","(√13 x √13)","not_apply","AJ","","2026-01-26T04:17:52.443334"
"Trajectories/2025-10-04/A/HL20251004A_1016.95C_140553.bmp","HL20251004A_1016.95C_140553.bmp","Trajectories/2025-10-04/B/HL20251004B_1015.59C_210426.bmp","HL20251004B_1015.59C_210426.bmp","c(6 x 2)","tie","AJ","","2026-01-26T04:17:51.695003"
"Trajectories/2025-10-04/A/HL20251004A_1016.95C_140553.bmp","HL20251004A_1016.95C_140553.bmp","Trajectories/2025-10-04/B/HL20251004B_1015.59C_210426.bmp","HL20251004B_1015.59C_210426.bmp","Twinned(2 x 1)","not_apply","AJ","","2026-01-26T04:17:50.927058"
"Trajectories/2025-10-04/B/HL20251004B_718.26C_203955.bmp","HL20251004B_718.26C_203955.bmp","Trajectories/2022-02-04/333_RR220204A_939C_2059.bmp","333_RR220204A_939C_2059.bmp","HTR","not_apply","AJ","","2026-01-26T04:17:27.270353"
"Trajectories/2025-10-04/B/HL20251004B_718.26C_203955.bmp","HL20251004B_718.26C_203955.bmp","Trajectories/2022-02-04/333_RR220204A_939C_2059.bmp","333_RR220204A_939C_2059.bmp","c(6 x 2)","not_apply","AJ","","2026-01-26T04:17:26.480817"
"Trajectories/2025-10-04/B/HL20251004B_718.26C_203955.bmp","HL20251004B_718.26C_203955.bmp","Trajectories/2022-02-04/333_RR220204A_939C_2059.bmp","333_RR220204A_939C_2059.bmp","(√13 x √13)","2","AJ","","2026-01-26T04:17:25.747390"
"Trajectories/2025-10-04/B/HL20251004B_718.26C_203955.bmp","HL20251004B_718.26C_203955.bmp","Trajectories/2022-02-04/333_RR220204A_939C_2059.bmp","333_RR220204A_939C_2059.bmp","(1 x 1)","1","AJ","","2026-01-26T04:17:24.247448"
"Trajectories/2025-10-04/B/HL20251004B_718.26C_203955.bmp","HL20251004B_718.26C_203955.bmp","Trajectories/2022-02-04/333_RR220204A_939C_2059.bmp","333_RR220204A_939C_2059.bmp","Twinned(2 x 1)","2","AJ","","2026-01-26T04:17:23.427145"
